name,age,PA,AVG,OBP,SLG,OPS,ISO,k_rate,bb_rate
Jonathan India,28,567,0.233400402414487,0.323321554770318,0.346076458752515,0.669398013522833,0.112676056338028,0.18694885361552,0.0952380952380952
Marcus Semien,34,534,0.229787234042553,0.305243445692884,0.363829787234043,0.669073232926927,0.134042553191489,0.174157303370787,0.0936329588014981
Nolan Gorman,25,402,0.205128205128205,0.296019900497512,0.37037037037037,0.666390270867883,0.165242165242165,0.338308457711443,0.116915422885572
Nolan Arenado,34,436,0.236907730673317,0.288990825688073,0.376558603491272,0.665549429179345,0.139650872817955,0.112385321100917,0.0642201834862385
Adolis Garcia,32,547,0.226824457593688,0.270566727605119,0.394477317554241,0.66504404515936,0.167652859960552,0.246800731261426,0.0511882998171847
Anthony Volpe,24,596,0.211502782931354,0.27150084317032,0.391465677179963,0.662966520350283,0.179962894248609,0.251677852348993,0.0721476510067114
Luis Robert,27,428,0.222513089005236,0.297423887587822,0.363874345549738,0.66129823313756,0.141361256544503,0.261682242990654,0.0934579439252336
Nick Gonzales,26,408,0.259842519685039,0.299019607843137,0.362204724409449,0.661224332252586,0.102362204724409,0.178921568627451,0.0514705882352941
Bo Naylor,25,414,0.194986072423398,0.282238442822384,0.37883008356546,0.661068526387844,0.183844011142061,0.239130434782609,0.108695652173913
Alek Thomas,25,469,0.249422632794457,0.289416846652268,0.369515011547344,0.658931858199612,0.120092378752887,0.260127931769723,0.0447761194029851
Brooks Lee,24,527,0.236139630390144,0.284629981024668,0.369609856262834,0.654239837287502,0.13347022587269,0.174573055028463,0.0588235294117647
Kyle Isbel,28,409,0.255434782608696,0.300505050505051,0.353260869565217,0.653765920070268,0.0978260869565217,0.180929095354523,0.0562347188264059
Brenton Doyle,27,538,0.233067729083665,0.274253731343284,0.376494023904383,0.650747755247666,0.143426294820717,0.256505576208178,0.0557620817843866
Josh Lowe,27,435,0.21969696969697,0.283410138248848,0.366161616161616,0.649571754410464,0.146464646464647,0.250574712643678,0.0758620689655172
Chase Meidroth,23,505,0.253333333333333,0.328685258964143,0.32,0.648685258964143,0.0666666666666667,0.142574257425743,0.0891089108910891
